"IndividualId","Time [min]","Organism|PeripheralVenousBlood|Paroxetine|Plasma (Peripheral Venous Blood) [µmol/l]"
0,0,0
0,6,2.191703E-18
0,12,4.325452E-15
0,18,3.056675E-13
0,24,5.69158E-12
0,30,5.171018E-11
0,36,3.006436E-10
0,42,1.291278E-09
0,48,4.461412E-09
0,54,1.309324E-08
0,60,3.385927E-08
0,66,7.916933E-08
0,72,1.705372E-07
0,78,3.431969E-07
0,84,6.522059E-07
0,90,1.180275E-06
0,96,2.047561E-06
0,102,3.423667E-06
0,108,5.542063E-06
0,114,8.717187E-06
0,120,1.336443E-05
0,126,2.002326E-05
0,132,2.938368E-05
0,138,4.231619E-05
0,144,5.990541E-05
0,150,8.348707E-05
0,156,0.0001146881
0,162,0.0001554685
0,168,0.0002081642
0,174,0.0002755277
0,180,0.0003607643
0,186,0.0004675624
0,192,0.0006001126
0,198,0.000763116
0,204,0.0009617765
0,210,0.001201776
0,216,0.001489223
0,222,0.001830583
0,228,0.002232557
0,234,0.002701938
0,240,0.003245408
0,246,0.003869291
0,252,0.004579259
0,258,0.00537999
0,264,0.0062748
0,270,0.007265253
0,276,0.008350786
0,282,0.009528374
0,288,0.01079229
0,294,0.01213396
0,300,0.01354204
0,306,0.01500261
0,312,0.01649969
0,318,0.01801583
0,324,0.01953302
0,330,0.02103358
0,336,0.02250115
0,342,0.0239215
0,348,0.02528324
0,354,0.02657815
0,360,0.02780129
0,366,0.02895075
0,372,0.03002713
0,378,0.03103302
0,384,0.03197223
0,390,0.03284927
0,396,0.03366883
0,402,0.03443547
0,408,0.03515339
0,414,0.03582637
0,420,0.03645775
0,426,0.03705045
0,432,0.03760704
0,438,0.03812979
0,444,0.03862068
0,450,0.03908153
0,456,0.03951393
0,462,0.03991937
0,468,0.04029917
0,474,0.04065458
0,480,0.04098675
0,486,0.04129675
0,492,0.04158561
0,498,0.04185426
0,504,0.04210362
0,510,0.04233454
0,516,0.04254784
0,522,0.04274431
0,528,0.04292469
0,534,0.04308971
0,540,0.04324004
0,546,0.04337637
0,552,0.04349932
0,558,0.04360951
