"IndividualId","Time [min]","Organism|PeripheralVenousBlood|Dextromethorphan|Plasma (Peripheral Venous Blood) [µmol/l]","Organism|PeripheralVenousBlood|Dextrorphan|Plasma (Peripheral Venous Blood) [µmol/l]","Organism|PeripheralVenousBlood|Dextrorphan|Dextrorphan-total Plasma (Peripheral Venous Blood) [kg/l]","Organism|PeripheralVenousBlood|Dextrorphan-O-glucuronide|Plasma (Peripheral Venous Blood) [µmol/l]"
0,459,0.01128176,0.5527462,5.694444E-07,1.659805
0,462,0.01126383,0.5512968,5.67631E-07,1.654209
0,465,0.01124683,0.5498747,5.658538E-07,1.648726
0,468,0.01123072,0.5484793,5.641119E-07,1.643353
0,471,0.01121543,0.5471096,5.624044E-07,1.638088
0,474,0.01120091,0.545765,5.607301E-07,1.632928
0,477,0.0111871,0.5444448,5.590884E-07,1.627869
0,480,0.01117396,0.5431481,5.574782E-07,1.62291
0,483,0.01116145,0.5418744,5.558989E-07,1.618047
0,486,0.01114951,0.5406229,5.543494E-07,1.613278
0,489,0.01113811,0.5393929,5.52829E-07,1.6086
0,492,0.01112721,0.538184,5.513368E-07,1.604011
0,495,0.01111677,0.5369954,5.498723E-07,1.599509
0,498,0.01110675,0.5358265,5.484345E-07,1.595092
0,501,0.01109714,0.5346768,5.470228E-07,1.590757
0,504,0.01108789,0.5335457,5.456365E-07,1.586501
0,507,0.01107897,0.5324327,5.442748E-07,1.582323
0,510,0.01107036,0.5313373,5.429371E-07,1.578221
0,513,0.01106203,0.5302589,5.416228E-07,1.574193
0,516,0.01105396,0.529197,5.403312E-07,1.570237
0,519,0.01104612,0.5281513,5.390618E-07,1.56635
0,522,0.0110385,0.5271211,5.378138E-07,1.562531
0,525,0.01103106,0.5261061,5.365868E-07,1.558779
0,528,0.0110238,0.5251058,5.353802E-07,1.555091
0,531,0.01101669,0.5241199,5.341934E-07,1.551465
0,534,0.01100971,0.5231478,5.330259E-07,1.547901
0,537,0.01100286,0.5221893,5.318771E-07,1.544396
0,540,0.01099611,0.5212438,5.307467E-07,1.540949
