"IndividualId","Time [min]","Organism|PeripheralVenousBlood|Dextromethorphan|Plasma (Peripheral Venous Blood) [µmol/l]","Organism|PeripheralVenousBlood|Dextrorphan|Plasma (Peripheral Venous Blood) [µmol/l]","Organism|PeripheralVenousBlood|Dextrorphan|Dextrorphan-total Plasma (Peripheral Venous Blood) [kg/l]","Organism|PeripheralVenousBlood|Dextrorphan-O-glucuronide|Plasma (Peripheral Venous Blood) [µmol/l]"
0,999,0.002980812,0.05035237,4.772487E-08,0.1350805
0,1002,0.002974789,0.05030761,4.76835E-08,0.1349646
0,1005,0.00296875,0.05026279,4.764211E-08,0.1348486
0,1008,0.002962695,0.05021793,4.760069E-08,0.1347325
0,1011,0.002956624,0.05017301,4.755923E-08,0.1346163
0,1014,0.002950537,0.05012804,4.751775E-08,0.1345001
0,1017,0.002944435,0.05008301,4.747623E-08,0.1343838
0,1020,0.002938316,0.05003793,4.743469E-08,0.1342675
0,1023,0.002932183,0.0499928,4.73931E-08,0.134151
0,1026,0.002926034,0.04994761,4.735148E-08,0.1340345
0,1029,0.00291987,0.04990237,4.730983E-08,0.1339179
0,1032,0.002913691,0.04985707,4.726813E-08,0.1338012
0,1035,0.002907498,0.04981171,4.72264E-08,0.1336844
0,1038,0.002901289,0.0497663,4.718463E-08,0.1335676
0,1041,0.002895066,0.04972083,4.714283E-08,0.1334506
0,1044,0.002888829,0.0496753,4.710098E-08,0.1333335
0,1047,0.002882577,0.04962971,4.705908E-08,0.1332163
0,1050,0.002876311,0.04958406,4.701715E-08,0.133099
0,1053,0.002870031,0.04953836,4.697517E-08,0.1329816
0,1056,0.002863738,0.0494926,4.693315E-08,0.1328641
0,1059,0.00285743,0.04944677,4.689108E-08,0.1327465
0,1062,0.002851109,0.04940089,4.684896E-08,0.1326287
0,1065,0.002844775,0.04935494,4.68068E-08,0.1325109
0,1068,0.002838428,0.04930894,4.67646E-08,0.1323929
0,1071,0.002832068,0.04926287,4.672235E-08,0.1322748
0,1074,0.002825695,0.04921674,4.668004E-08,0.1321565
0,1077,0.002819309,0.04917055,4.663769E-08,0.1320382
0,1080,0.00281291,0.0491243,4.659529E-08,0.1319197
0,1083,0.0028065,0.04907799,4.655283E-08,0.131801
0,1086,0.002800077,0.04903161,4.651033E-08,0.1316823
0,1089,0.002793642,0.04898518,4.646778E-08,0.1315634
0,1092,0.002787195,0.04893867,4.642517E-08,0.1314443
0,1095,0.002780737,0.04889211,4.638251E-08,0.1313251
0,1098,0.002774267,0.04884548,4.63398E-08,0.1312058
0,1101,0.002767786,0.04879879,4.629704E-08,0.1310863
0,1104,0.002761294,0.04875204,4.625422E-08,0.1309667
0,1107,0.00275479,0.04870522,4.621135E-08,0.130847
0,1110,0.002748276,0.04865834,4.616842E-08,0.1307271
0,1113,0.002741751,0.04861139,4.612544E-08,0.130607
0,1116,0.002735216,0.04856438,4.60824E-08,0.1304868
0,1119,0.002728671,0.04851731,4.603931E-08,0.1303664
0,1122,0.002722115,0.04847017,4.599616E-08,0.1302459
0,1125,0.00271555,0.04842297,4.595295E-08,0.1301252
0,1128,0.002708975,0.0483757,4.590969E-08,0.1300044
0,1131,0.00270239,0.04832837,4.586636E-08,0.1298834
0,1134,0.002695795,0.04828098,4.582299E-08,0.1297623
0,1137,0.002689192,0.04823352,4.577955E-08,0.129641
0,1140,0.00268258,0.04818599,4.573605E-08,0.1295195
0,1143,0.002675958,0.0481384,4.56925E-08,0.1293978
0,1146,0.002669329,0.04809075,4.564889E-08,0.1292761
0,1149,0.00266269,0.04804303,4.560522E-08,0.1291541
0,1152,0.002656043,0.04799525,4.556149E-08,0.129032
0,1155,0.002649389,0.0479474,4.551771E-08,0.1289097
0,1158,0.002642726,0.04789949,4.547385E-08,0.1287872
0,1161,0.002636055,0.04785151,4.542995E-08,0.1286646
0,1164,0.002629377,0.04780348,4.538598E-08,0.1285418
0,1167,0.002622691,0.04775537,4.534195E-08,0.1284188
0,1170,0.002615999,0.0477072,4.529786E-08,0.1282957
0,1173,0.002609299,0.04765897,4.525372E-08,0.1281724
0,1176,0.002602592,0.04761067,4.520951E-08,0.1280489
0,1179,0.002595879,0.04756231,4.516524E-08,0.1279253
0,1182,0.002589159,0.04751388,4.512091E-08,0.1278015
0,1185,0.002582433,0.04746539,4.507652E-08,0.1276775
0,1188,0.0025757,0.04741684,4.503207E-08,0.1275533
0,1191,0.002568962,0.04736822,4.498756E-08,0.127429
0,1194,0.002562218,0.04731954,4.494299E-08,0.1273045
0,1197,0.002555469,0.0472708,4.489835E-08,0.1271798
0,1200,0.002548713,0.04722199,4.485366E-08,0.127055
0,1203,0.002541953,0.04717312,4.48089E-08,0.1269299
0,1206,0.002535188,0.04712418,4.476409E-08,0.1268047
0,1209,0.002528417,0.04707519,4.471921E-08,0.1266794
0,1212,0.002521642,0.04702613,4.467427E-08,0.1265538
0,1215,0.002514863,0.04697701,4.462927E-08,0.1264281
0,1218,0.002508079,0.04692782,4.458421E-08,0.1263022
0,1221,0.002501291,0.04687858,4.453909E-08,0.1261761
0,1224,0.002494499,0.04682927,4.449391E-08,0.1260499
0,1227,0.002487703,0.0467799,4.444867E-08,0.1259235
0,1230,0.002480903,0.04673047,4.440336E-08,0.1257969
0,1233,0.002474101,0.04668097,4.4358E-08,0.1256701
0,1236,0.002467294,0.04663142,4.431257E-08,0.1255432
0,1239,0.002460485,0.0465818,4.426709E-08,0.1254161
0,1242,0.002453672,0.04653212,4.422154E-08,0.1252888
0,1245,0.002446857,0.04648239,4.417594E-08,0.1251613
0,1248,0.00244004,0.04643259,4.413027E-08,0.1250337
